Ticker,Volatility
ADANIENT,0.030646915593617628
ADANIPORTS,0.029642486463119344
BEL,0.028622396234022983
TRENT,0.0241673029212924
ONGC,0.02295115902984447
HINDALCO,0.022767061535570444
COALINDIA,0.022597850452545833
NTPC,0.022420642873332914
BPCL,0.02231763441131891
SHRIRAMFIN,0.021760599133441905
