Ticker,close,date,high,low,month,open,volume,year,day,time
ADANIENT,2423.5,2023-11-28 05:30:00,2512.4,2275.0,11,2301.0,11972275,2023,28,05:30:00
ADANIENT,2396.6,2023-11-29 05:30:00,2477.65,2390.0,11,2468.7,4561574,2023,29,05:30:00
ADANIENT,2358.55,2023-11-30 05:30:00,2409.0,2343.05,11,2400.05,2983879,2023,30,05:30:00
ADANIENT,2917.2,2024-01-01 05:30:00,2947.0,2842.05,1,2852.3,2898619,2024,1,05:30:00
ADANIENT,2932.4,2024-01-02 05:30:00,2948.2,2841.0,1,2922.0,2671368,2024,2,05:30:00
ADANIENT,3003.0,2024-01-03 05:30:00,3199.0,2955.6,1,3047.0,19725411,2024,3,05:30:00
ADANIENT,2998.3,2024-01-04 05:30:00,3044.45,2990.0,1,3039.4,2975620,2024,4,05:30:00
ADANIENT,3006.6,2024-01-05 05:30:00,3066.9,2981.1,1,3009.95,3219949,2024,5,05:30:00
ADANIENT,2963.5,2024-01-08 05:30:00,3027.0,2952.95,1,3020.0,1849061,2024,8,05:30:00
ADANIENT,3014.6,2024-01-09 05:30:00,3068.8,2980.0,1,2990.7,2885706,2024,9,05:30:00
ADANIENT,3098.2,2024-01-10 05:30:00,3112.0,3020.05,1,3024.0,3590297,2024,10,05:30:00
ADANIENT,3080.9,2024-01-11 05:30:00,3129.0,3065.0,1,3120.0,2008103,2024,11,05:30:00
ADANIENT,3104.1,2024-01-12 05:30:00,3125.0,3068.2,1,3096.35,1795933,2024,12,05:30:00
ADANIENT,3089.5,2024-01-15 05:30:00,3130.0,3067.45,1,3127.0,1407007,2024,15,05:30:00
ADANIENT,3056.5,2024-01-16 05:30:00,3104.5,3035.0,1,3095.0,2515564,2024,16,05:30:00
ADANIENT,2971.05,2024-01-17 05:30:00,3045.0,2946.3,1,3033.0,2897218,2024,17,05:30:00
ADANIENT,2918.9,2024-01-18 05:30:00,2985.0,2885.1,1,2975.55,2552342,2024,18,05:30:00
ADANIENT,2915.65,2024-01-19 05:30:00,2949.45,2903.05,1,2945.35,2014096,2024,19,05:30:00
ADANIENT,2987.9,2024-01-20 05:30:00,3015.85,2890.5,1,2930.0,1878793,2024,20,05:30:00
ADANIENT,2896.55,2024-01-23 05:30:00,3014.95,2885.5,1,3014.95,1827002,2024,23,05:30:00
ADANIENT,2903.45,2024-01-24 05:30:00,2929.1,2871.25,1,2901.0,5807940,2024,24,05:30:00
ADANIENT,2893.6,2024-01-25 05:30:00,2926.35,2804.4,1,2903.45,2601969,2024,25,05:30:00
ADANIENT,3064.65,2024-01-29 05:30:00,3092.7,2923.05,1,2929.0,4402976,2024,29,05:30:00
ADANIENT,3091.1,2024-01-30 05:30:00,3129.9,3020.9,1,3081.0,3115506,2024,30,05:30:00
ADANIENT,3142.0,2024-01-31 05:30:00,3151.7,3072.4,1,3092.75,2671051,2024,31,05:30:00
ADANIENT,3153.5,2024-02-01 05:30:00,3236.95,3083.05,2,3156.9,4686595,2024,1,05:30:00
ADANIENT,3157.45,2024-02-02 05:30:00,3208.5,3140.0,2,3184.95,2708695,2024,2,05:30:00
ADANIENT,3173.45,2024-02-05 05:30:00,3229.4,3151.45,2,3170.0,2191195,2024,5,05:30:00
ADANIENT,3203.75,2024-02-06 05:30:00,3228.2,3160.0,2,3183.9,2078891,2024,6,05:30:00
ADANIENT,3229.85,2024-02-07 05:30:00,3277.95,3210.0,2,3220.05,2095911,2024,7,05:30:00
ADANIENT,3168.6,2024-02-08 05:30:00,3245.6,3146.1,2,3245.6,1679004,2024,8,05:30:00
ADANIENT,3215.2,2024-02-09 05:30:00,3224.95,3121.2,2,3184.45,1572789,2024,9,05:30:00
ADANIENT,3169.75,2024-02-12 05:30:00,3241.95,3160.0,2,3229.0,1083138,2024,12,05:30:00
ADANIENT,3178.45,2024-02-13 05:30:00,3194.0,3092.05,2,3180.0,1225207,2024,13,05:30:00
ADANIENT,3207.2,2024-02-14 05:30:00,3255.25,3169.85,2,3184.0,1741264,2024,14,05:30:00
ADANIENT,3193.8,2024-02-15 05:30:00,3252.75,3184.05,2,3219.85,2035204,2024,15,05:30:00
ADANIENT,3223.6,2024-02-16 05:30:00,3252.3,3192.65,2,3214.0,2193673,2024,16,05:30:00
ADANIENT,3258.8,2024-02-19 05:30:00,3308.6,3235.8,2,3240.0,1779444,2024,19,05:30:00
ADANIENT,3228.6,2024-02-20 05:30:00,3269.8,3210.15,2,3267.0,1467630,2024,20,05:30:00
ADANIENT,3223.2,2024-02-21 05:30:00,3300.0,3205.0,2,3238.0,1657021,2024,21,05:30:00
ADANIENT,3263.05,2024-02-22 05:30:00,3274.0,3210.5,2,3239.0,1138722,2024,22,05:30:00
ADANIENT,3273.3,2024-02-23 05:30:00,3319.95,3225.1,2,3263.05,1975035,2024,23,05:30:00
ADANIENT,3327.75,2024-02-26 05:30:00,3344.0,3263.0,2,3272.0,1695378,2024,26,05:30:00
ADANIENT,3302.3,2024-02-27 05:30:00,3340.0,3273.0,2,3339.0,1125570,2024,27,05:30:00
ADANIENT,3219.0,2024-02-28 05:30:00,3318.8,3207.5,2,3309.2,1358879,2024,28,05:30:00
ADANIENT,3285.4,2024-02-29 05:30:00,3304.75,3205.35,2,3220.05,1352988,2024,29,05:30:00
ADANIENT,3318.75,2024-03-01 05:30:00,3346.0,3281.8,3,3309.85,1161067,2024,1,05:30:00
ADANIENT,3333.25,2024-03-02 05:30:00,3348.7,3321.5,3,3332.0,119511,2024,2,05:30:00
ADANIENT,3317.15,2024-03-04 05:30:00,3350.0,3310.05,3,3335.0,1061244,2024,4,05:30:00
ADANIENT,3310.2,2024-03-05 05:30:00,3334.0,3295.05,3,3325.3,1190416,2024,5,05:30:00
ADANIENT,3233.95,2024-03-06 05:30:00,3323.0,3183.15,3,3323.0,1935203,2024,6,05:30:00
ADANIENT,3226.55,2024-03-07 05:30:00,3262.0,3220.0,3,3240.0,856328,2024,7,05:30:00
ADANIENT,3207.35,2024-03-11 05:30:00,3259.0,3200.0,3,3241.2,738851,2024,11,05:30:00
ADANIENT,3122.5,2024-03-12 05:30:00,3222.7,3111.0,3,3207.35,1199487,2024,12,05:30:00
ADANIENT,2906.2,2024-03-13 05:30:00,3138.05,2850.15,3,3125.0,3407040,2024,13,05:30:00
ADANIENT,3087.45,2024-03-14 05:30:00,3101.2,2880.0,3,2927.45,3759100,2024,14,05:30:00
ADANIENT,3132.2,2024-03-15 05:30:00,3143.4,3061.25,3,3111.0,2199094,2024,15,05:30:00
ADANIENT,3111.75,2024-03-18 05:30:00,3124.0,2976.05,3,3050.1,3042515,2024,18,05:30:00
ADANIENT,3052.7,2024-03-19 05:30:00,3164.8,3041.85,3,3126.0,1460452,2024,19,05:30:00
ADANIENT,3051.45,2024-03-20 05:30:00,3083.2,3021.1,3,3075.0,966481,2024,20,05:30:00
ADANIENT,3066.5,2024-03-21 05:30:00,3107.1,3059.6,3,3089.55,1175751,2024,21,05:30:00
ADANIENT,3107.7,2024-03-22 05:30:00,3128.95,3048.05,3,3066.55,951557,2024,22,05:30:00
ADANIENT,3109.95,2024-03-26 05:30:00,3171.95,3089.1,3,3100.5,937103,2024,26,05:30:00
ADANIENT,3122.1,2024-03-27 05:30:00,3138.45,3106.25,3,3115.0,900231,2024,27,05:30:00
ADANIENT,3197.1,2024-03-28 05:30:00,3237.0,3096.75,3,3134.0,2327053,2024,28,05:30:00
ADANIENT,3252.1,2024-04-01 05:30:00,3291.8,3207.85,4,3230.2,1292646,2024,1,05:30:00
ADANIENT,3268.75,2024-04-02 05:30:00,3285.0,3240.0,4,3258.95,868829,2024,2,05:30:00
ADANIENT,3233.45,2024-04-03 05:30:00,3260.15,3222.0,4,3250.0,1153109,2024,3,05:30:00
ADANIENT,3210.8,2024-04-04 05:30:00,3273.0,3201.7,4,3250.0,1403826,2024,4,05:30:00
ADANIENT,3224.8,2024-04-05 05:30:00,3234.0,3178.95,4,3211.1,755607,2024,5,05:30:00
ADANIENT,3224.55,2024-04-08 05:30:00,3243.5,3197.2,4,3240.95,577440,2024,8,05:30:00
ADANIENT,3198.45,2024-04-09 05:30:00,3251.0,3185.0,4,3240.7,833679,2024,9,05:30:00
ADANIENT,3242.0,2024-04-10 05:30:00,3254.6,3192.5,4,3200.0,1441138,2024,10,05:30:00
ADANIENT,3209.9,2024-04-12 05:30:00,3247.5,3205.3,4,3210.0,705173,2024,12,05:30:00
ADANIENT,3147.45,2024-04-15 05:30:00,3180.3,3103.2,4,3150.0,1035378,2024,15,05:30:00
ADANIENT,3106.4,2024-04-16 05:30:00,3149.2,3100.0,4,3101.0,1134184,2024,16,05:30:00
ADANIENT,3019.3,2024-04-18 05:30:00,3145.0,3008.3,4,3125.15,1703646,2024,18,05:30:00
ADANIENT,3026.95,2024-04-19 05:30:00,3057.05,2962.5,4,3000.0,1727317,2024,19,05:30:00
ADANIENT,3063.35,2024-04-22 05:30:00,3077.5,3025.0,4,3053.0,993929,2024,22,05:30:00
ADANIENT,3065.1,2024-04-23 05:30:00,3091.0,3043.1,4,3059.0,1654272,2024,23,05:30:00
ADANIENT,3043.55,2024-04-24 05:30:00,3087.85,3040.0,4,3071.95,605917,2024,24,05:30:00
ADANIENT,3115.25,2024-04-25 05:30:00,3120.9,3025.65,4,3050.0,1515529,2024,25,05:30:00
ADANIENT,3080.4,2024-04-26 05:30:00,3129.9,3066.05,4,3119.9,662764,2024,26,05:30:00
ADANIENT,3081.2,2024-04-29 05:30:00,3110.5,3051.5,4,3110.0,648544,2024,29,05:30:00
ADANIENT,3054.7,2024-04-30 05:30:00,3108.45,3045.0,4,3094.0,804552,2024,30,05:30:00
ADANIENT,3039.6,2024-05-02 05:30:00,3119.85,3015.05,5,3071.95,2219085,2024,2,05:30:00
ADANIENT,2993.25,2024-05-03 05:30:00,3045.0,2975.1,5,3030.0,1472168,2024,3,05:30:00
ADANIENT,2874.65,2024-05-06 05:30:00,3000.2,2850.0,5,2993.25,2377944,2024,6,05:30:00
ADANIENT,2835.95,2024-05-07 05:30:00,2905.35,2822.0,5,2889.95,1262311,2024,7,05:30:00
ADANIENT,2860.55,2024-05-08 05:30:00,2890.9,2820.0,5,2850.0,951411,2024,8,05:30:00
ADANIENT,2766.65,2024-05-09 05:30:00,2883.65,2756.0,5,2864.8,1485510,2024,9,05:30:00
ADANIENT,2797.25,2024-05-10 05:30:00,2809.0,2760.45,5,2794.95,2354794,2024,10,05:30:00
ADANIENT,2879.6,2024-05-13 05:30:00,2890.0,2790.5,5,2803.0,3784373,2024,13,05:30:00
ADANIENT,3037.55,2024-05-14 05:30:00,3046.0,2874.55,5,2894.95,5725807,2024,14,05:30:00
ADANIENT,3049.75,2024-05-15 05:30:00,3118.85,3037.6,5,3046.75,1688836,2024,15,05:30:00
ADANIENT,3041.65,2024-05-16 05:30:00,3076.95,2974.95,5,3065.0,1835312,2024,16,05:30:00
ADANIENT,3060.5,2024-05-17 05:30:00,3091.0,3015.5,5,3041.05,825436,2024,17,05:30:00
ADANIENT,3059.75,2024-05-18 05:30:00,3074.0,3055.0,5,3074.0,74336,2024,18,05:30:00
ADANIENT,3117.5,2024-05-21 05:30:00,3175.0,3034.5,5,3067.9,3091659,2024,21,05:30:00
ADANIENT,3140.95,2024-05-22 05:30:00,3145.0,3073.5,5,3129.95,3371077,2024,22,05:30:00
ADANIENT,3387.3,2024-05-23 05:30:00,3406.0,3135.55,5,3156.7,6979082,2024,23,05:30:00
ADANIENT,3384.95,2024-05-24 05:30:00,3457.85,3355.6,5,3406.0,3473668,2024,24,05:30:00
ADANIENT,3289.05,2024-05-27 05:30:00,3358.0,3267.05,5,3358.0,2582485,2024,27,05:30:00
ADANIENT,3244.05,2024-05-28 05:30:00,3329.5,3229.05,5,3309.65,1621168,2024,28,05:30:00
ADANIENT,3258.8,2024-05-29 05:30:00,3322.9,3212.0,5,3250.0,1910729,2024,29,05:30:00
ADANIENT,3194.25,2024-05-30 05:30:00,3274.3,3174.5,5,3254.0,1990208,2024,30,05:30:00
ADANIENT,3411.35,2024-05-31 05:30:00,3434.45,3225.25,5,3225.25,6384589,2024,31,05:30:00
ADANIENT,3645.25,2024-06-03 05:30:00,3743.9,3586.05,6,3725.0,8511359,2024,3,05:30:00
ADANIENT,2941.25,2024-06-04 05:30:00,3520.0,2733.95,6,3520.0,20306909,2024,4,05:30:00
ADANIENT,3115.35,2024-06-05 05:30:00,3150.0,2750.0,6,3030.0,8778345,2024,5,05:30:00
ADANIENT,3185.65,2024-06-06 05:30:00,3222.4,3137.15,6,3184.0,5873271,2024,6,05:30:00
ADANIENT,3219.55,2024-06-07 05:30:00,3233.75,3151.6,6,3170.4,4740455,2024,7,05:30:00
ADANIENT,3220.1,2024-06-10 05:30:00,3284.4,3205.5,6,3267.0,4935698,2024,10,05:30:00
ADANIENT,3221.25,2024-06-11 05:30:00,3265.0,3195.05,6,3224.0,4173692,2024,11,05:30:00
ADANIENT,3219.05,2024-06-12 05:30:00,3245.0,3208.0,6,3224.9,3022477,2024,12,05:30:00
ADANIENT,3224.8,2024-06-13 05:30:00,3254.0,3207.25,6,3230.0,3202978,2024,13,05:30:00
ADANIENT,3261.75,2024-06-14 05:30:00,3275.0,3221.1,6,3225.0,4224855,2024,14,05:30:00
ADANIENT,3309.05,2024-06-18 05:30:00,3345.0,3287.2,6,3310.0,1755612,2024,18,05:30:00
ADANIENT,3261.9,2024-06-19 05:30:00,3314.0,3226.3,6,3314.0,1419264,2024,19,05:30:00
ADANIENT,3259.45,2024-06-20 05:30:00,3315.0,3240.0,6,3263.9,1366545,2024,20,05:30:00
ADANIENT,3189.3,2024-06-21 05:30:00,3277.1,3176.4,6,3265.05,4697655,2024,21,05:30:00
ADANIENT,3194.6,2024-06-24 05:30:00,3214.8,3135.0,6,3185.75,3261647,2024,24,05:30:00
ADANIENT,3171.1,2024-06-25 05:30:00,3208.45,3156.35,6,3204.75,1694962,2024,25,05:30:00
ADANIENT,3170.5,2024-06-26 05:30:00,3187.7,3163.9,6,3169.05,2142889,2024,26,05:30:00
ADANIENT,3175.15,2024-06-27 05:30:00,3202.25,3150.0,6,3177.0,5114980,2024,27,05:30:00
ADANIENT,3177.15,2024-06-28 05:30:00,3211.95,3157.0,6,3190.0,960905,2024,28,05:30:00
ADANIENT,3183.8,2024-07-01 05:30:00,3193.15,3157.55,7,3179.95,832170,2024,1,05:30:00
ADANIENT,3153.2,2024-07-02 05:30:00,3207.8,3131.05,7,3179.85,1490844,2024,2,05:30:00
ADANIENT,3190.95,2024-07-03 05:30:00,3194.55,3147.75,7,3158.0,1152522,2024,3,05:30:00
ADANIENT,3144.25,2024-07-04 05:30:00,3194.45,3138.05,7,3192.0,1055391,2024,4,05:30:00
ADANIENT,3147.9,2024-07-05 05:30:00,3158.55,3123.95,7,3143.9,663988,2024,5,05:30:00
ADANIENT,3113.6,2024-07-08 05:30:00,3158.2,3075.0,7,3147.9,1155112,2024,8,05:30:00
ADANIENT,3110.75,2024-07-09 05:30:00,3158.0,3100.5,7,3115.95,922403,2024,9,05:30:00
ADANIENT,3096.0,2024-07-10 05:30:00,3127.25,3063.4,7,3120.1,586710,2024,10,05:30:00
ADANIENT,3078.3,2024-07-11 05:30:00,3129.8,3074.1,7,3118.7,899781,2024,11,05:30:00
ADANIENT,3065.45,2024-07-12 05:30:00,3098.8,3058.35,7,3090.0,756036,2024,12,05:30:00
ADANIENT,3090.4,2024-07-15 05:30:00,3103.5,3058.35,7,3066.1,724174,2024,15,05:30:00
ADANIENT,3109.3,2024-07-16 05:30:00,3137.75,3096.1,7,3110.0,988357,2024,16,05:30:00
ADANIENT,3092.2,2024-07-18 05:30:00,3111.0,3057.15,7,3106.0,1021653,2024,18,05:30:00
ADANIENT,3005.7,2024-07-19 05:30:00,3094.5,3000.0,7,3092.0,1026941,2024,19,05:30:00
ADANIENT,3000.85,2024-07-22 05:30:00,3026.9,2972.15,7,3005.7,662085,2024,22,05:30:00
ADANIENT,2995.35,2024-07-23 05:30:00,3038.0,2886.35,7,3020.0,1443331,2024,23,05:30:00
ADANIENT,2970.7,2024-07-24 05:30:00,3007.5,2959.3,7,2995.35,693702,2024,24,05:30:00
ADANIENT,2973.5,2024-07-25 05:30:00,3017.65,2945.1,7,2960.7,1105721,2024,25,05:30:00
ADANIENT,3080.5,2024-07-26 05:30:00,3109.0,2988.1,7,2995.0,1942427,2024,26,05:30:00
ADANIENT,3089.35,2024-07-29 05:30:00,3120.35,3074.0,7,3094.3,1037474,2024,29,05:30:00
ADANIENT,3128.75,2024-07-30 05:30:00,3155.0,3066.65,7,3092.0,1647048,2024,30,05:30:00
ADANIENT,3169.4,2024-07-31 05:30:00,3197.5,3135.0,7,3141.0,2414005,2024,31,05:30:00
ADANIENT,3217.25,2024-08-01 05:30:00,3258.0,3151.7,8,3180.0,6149883,2024,1,05:30:00
ADANIENT,3160.9,2024-08-02 05:30:00,3215.0,3111.0,8,3200.0,3360209,2024,2,05:30:00
ADANIENT,3038.2,2024-08-05 05:30:00,3133.05,2996.3,8,3085.0,2238921,2024,5,05:30:00
ADANIENT,3072.7,2024-08-06 05:30:00,3142.8,3057.25,8,3084.0,2125201,2024,6,05:30:00
ADANIENT,3185.95,2024-08-07 05:30:00,3190.0,3112.0,8,3118.0,1868169,2024,7,05:30:00
ADANIENT,3167.55,2024-08-08 05:30:00,3242.65,3156.55,8,3190.55,2139376,2024,8,05:30:00
ADANIENT,3187.55,2024-08-09 05:30:00,3219.3,3171.05,8,3209.0,760165,2024,9,05:30:00
ADANIENT,3151.75,2024-08-12 05:30:00,3169.85,3014.0,8,3100.0,10307245,2024,12,05:30:00
ADANIENT,3092.2,2024-08-13 05:30:00,3178.1,3081.75,8,3170.05,2192588,2024,13,05:30:00
ADANIENT,3040.1,2024-08-14 05:30:00,3085.7,3027.75,8,3085.7,1232383,2024,14,05:30:00
ADANIENT,3108.8,2024-08-16 05:30:00,3121.6,3039.35,8,3070.0,970067,2024,16,05:30:00
ADANIENT,3102.55,2024-08-19 05:30:00,3134.3,3092.95,8,3122.05,557265,2024,19,05:30:00
ADANIENT,3070.65,2024-08-20 05:30:00,3126.0,3058.85,8,3118.95,662263,2024,20,05:30:00
ADANIENT,3115.7,2024-08-21 05:30:00,3153.3,3068.4,8,3070.65,1379240,2024,21,05:30:00
ADANIENT,3099.05,2024-08-22 05:30:00,3150.0,3091.0,8,3130.75,1378912,2024,22,05:30:00
ADANIENT,3076.35,2024-08-23 05:30:00,3123.0,3067.6,8,3101.0,1375224,2024,23,05:30:00
ADANIENT,3069.0,2024-08-26 05:30:00,3090.0,3055.0,8,3088.0,1632446,2024,26,05:30:00
ADANIENT,3067.1,2024-08-27 05:30:00,3095.75,3064.0,8,3072.2,1310440,2024,27,05:30:00
ADANIENT,3028.0,2024-08-28 05:30:00,3078.0,3022.1,8,3078.0,1569652,2024,28,05:30:00
ADANIENT,3020.15,2024-08-29 05:30:00,3041.95,2981.3,8,3030.0,1853966,2024,29,05:30:00
ADANIENT,3019.35,2024-08-30 05:30:00,3038.55,3003.3,8,3030.0,3509174,2024,30,05:30:00
ADANIENT,3042.15,2024-09-02 05:30:00,3059.15,2997.6,9,3021.1,1842658,2024,2,05:30:00
ADANIENT,3036.1,2024-09-03 05:30:00,3053.05,3023.8,9,3037.0,1371577,2024,3,05:30:00
ADANIENT,3012.35,2024-09-04 05:30:00,3025.0,2955.2,9,3010.0,1212270,2024,4,05:30:00
ADANIENT,3015.35,2024-09-05 05:30:00,3037.9,3002.0,9,3025.0,734273,2024,5,05:30:00
ADANIENT,2975.45,2024-09-06 05:30:00,3025.0,2968.0,9,3019.0,1251165,2024,6,05:30:00
ADANIENT,2964.15,2024-09-09 05:30:00,2972.5,2927.3,9,2972.1,1523581,2024,9,05:30:00
ADANIENT,2986.4,2024-09-10 05:30:00,3007.4,2947.6,9,2971.6,803782,2024,10,05:30:00
ADANIENT,2937.85,2024-09-11 05:30:00,2992.95,2928.0,9,2985.0,888628,2024,11,05:30:00
ADANIENT,2991.0,2024-09-12 05:30:00,3000.0,2917.15,9,2950.0,1314173,2024,12,05:30:00
ADANIENT,2968.35,2024-09-13 05:30:00,3001.95,2956.05,9,2972.0,815948,2024,13,05:30:00
ADANIENT,2984.9,2024-09-16 05:30:00,3026.4,2972.0,9,2972.0,695162,2024,16,05:30:00
ADANIENT,2975.2,2024-09-17 05:30:00,2995.9,2952.5,9,2990.05,698700,2024,17,05:30:00
ADANIENT,2956.3,2024-09-18 05:30:00,2984.75,2935.0,9,2976.0,831891,2024,18,05:30:00
ADANIENT,2943.15,2024-09-19 05:30:00,2975.25,2890.35,9,2975.05,1655401,2024,19,05:30:00
ADANIENT,3008.5,2024-09-20 05:30:00,3025.0,2942.05,9,2948.15,1787210,2024,20,05:30:00
ADANIENT,3043.95,2024-09-23 05:30:00,3070.0,3015.25,9,3020.0,897314,2024,23,05:30:00
ADANIENT,3093.9,2024-09-24 05:30:00,3101.0,3040.25,9,3055.0,1021918,2024,24,05:30:00
ADANIENT,3105.1,2024-09-25 05:30:00,3123.9,3080.2,9,3108.0,913008,2024,25,05:30:00
ADANIENT,3122.65,2024-09-26 05:30:00,3148.0,3085.0,9,3085.0,1548019,2024,26,05:30:00
ADANIENT,3130.3,2024-09-27 05:30:00,3179.0,3116.0,9,3122.0,2297441,2024,27,05:30:00
ADANIENT,3135.85,2024-09-30 05:30:00,3209.9,3120.4,9,3129.0,1607429,2024,30,05:30:00
ADANIENT,3186.1,2024-10-01 05:30:00,3192.0,3107.0,10,3136.3,1367116,2024,1,05:30:00
ADANIENT,3116.0,2024-10-03 05:30:00,3196.35,3084.1,10,3150.0,1309703,2024,3,05:30:00
ADANIENT,3110.65,2024-10-04 05:30:00,3149.5,3070.0,10,3119.9,987583,2024,4,05:30:00
ADANIENT,3018.0,2024-10-07 05:30:00,3128.5,2980.45,10,3110.65,1743454,2024,7,05:30:00
ADANIENT,3160.7,2024-10-08 05:30:00,3170.0,2994.85,10,3018.5,1776511,2024,8,05:30:00
ADANIENT,3153.75,2024-10-09 05:30:00,3179.95,3134.4,10,3175.0,897335,2024,9,05:30:00
ADANIENT,3174.2,2024-10-10 05:30:00,3211.0,3056.1,10,3140.0,2905725,2024,10,05:30:00
ADANIENT,3137.2,2024-10-11 05:30:00,3190.0,3116.0,10,3174.2,1035260,2024,11,05:30:00
ADANIENT,3101.1,2024-10-14 05:30:00,3150.1,3092.85,10,3145.0,437728,2024,14,05:30:00
ADANIENT,3104.7,2024-10-15 05:30:00,3128.0,3091.5,10,3124.0,371613,2024,15,05:30:00
ADANIENT,3085.9,2024-10-16 05:30:00,3115.4,3061.0,10,3098.0,543476,2024,16,05:30:00
ADANIENT,3013.75,2024-10-17 05:30:00,3100.0,2993.0,10,3089.95,2655289,2024,17,05:30:00
ADANIENT,3002.0,2024-10-18 05:30:00,3031.7,2968.1,10,2990.0,796339,2024,18,05:30:00
ADANIENT,2937.65,2024-10-21 05:30:00,3014.95,2916.95,10,3005.15,1051690,2024,21,05:30:00
ADANIENT,2823.8,2024-10-22 05:30:00,2955.0,2818.0,10,2938.0,1209732,2024,22,05:30:00
ADANIENT,2835.55,2024-10-23 05:30:00,2879.0,2820.1,10,2840.85,1270530,2024,23,05:30:00
ADANIENT,2830.2,2024-10-24 05:30:00,2875.15,2807.9,10,2841.05,942066,2024,24,05:30:00
